name,path,emotion
64833984d9f5694e4441fb7f,64833984d9f5694e4441fb7f.wav,tắt thiết bị
64833cacd9f5691ea441fdd7,64833cacd9f5691ea441fdd7.wav,tắt thiết bị
64833da2d9f5691ae241fe7e,64833da2d9f5691ae241fe7e.wav,bật thiết bị
6483401dd9f569458441ffc7,6483401dd9f569458441ffc7.wav,kiểm tra tình trạng thiết bị
648341b3d9f569852d4200e4,648341b3d9f569852d4200e4.wav,đóng thiết bị
6483435cd9f5693e2a4201f8,6483435cd9f5693e2a4201f8.wav,tắt thiết bị
648324d5d9f569656841f2a3,648324d5d9f569656841f2a3.wav,giảm mức độ của thiết bị
64832a3fd9f569c83041f490,64832a3fd9f569c83041f490.wav,tắt thiết bị
64833afcd9f5698ac441fccc,64833afcd9f5698ac441fccc.wav,mở thiết bị
64833cb3d9f569ffc441fe00,64833cb3d9f569ffc441fe00.wav,mở thiết bị
64833cd5d9f569171d41fe1f,64833cd5d9f569171d41fe1f.wav,tăng mức độ của thiết bị
648341b3d9f56937154200e2,648341b3d9f56937154200e2.wav,đóng thiết bị
6483425ed9f5698f39420182,6483425ed9f5698f39420182.wav,mở thiết bị
648344acd9f569a83442031b,648344acd9f569a83442031b.wav,giảm độ sáng của thiết bị
64834923d9f56904c34205a8,64834923d9f56904c34205a8.wav,kiểm tra tình trạng thiết bị
64834977d9f569e9674205e2,64834977d9f569e9674205e2.wav,đóng thiết bị
6483297ed9f569731241f446,6483297ed9f569731241f446.wav,mở thiết bị
64832ba8d9f569c28441f4fc,64832ba8d9f569c28441f4fc.wav,bật thiết bị
64833769d9f569a97e41fa51,64833769d9f569a97e41fa51.wav,đóng thiết bị
64833b3ed9f56927d441fd05,64833b3ed9f56927d441fd05.wav,bật thiết bị
64833ffbd9f5698e7841ffa1,64833ffbd9f5698e7841ffa1.wav,mở thiết bị
648340dbd9f569038d420034,648340dbd9f569038d420034.wav,kiểm tra tình trạng thiết bị
64834107d9f5697b7142005d,64834107d9f5697b7142005d.wav,kiểm tra tình trạng thiết bị
6483420fd9f5691e8442011f,6483420fd9f5691e8442011f.wav,tắt thiết bị
64834368d9f5690e3b42021a,64834368d9f5690e3b42021a.wav,tăng nhiệt độ của thiết bị
648347bfd9f569634042049f,648347bfd9f569634042049f.wav,mở thiết bị
648347ced9f569de3d4204b6,648347ced9f569de3d4204b6.wav,mở thiết bị
64831f87d9f56951a441f0b1,64831f87d9f56951a441f0b1.wav,tắt thiết bị
648322fed9f56955d041f20a,648322fed9f56955d041f20a.wav,mở thiết bị
64832930d9f56939f141f416,64832930d9f56939f141f416.wav,kiểm tra tình trạng thiết bị
64833492d9f569395b41f8a5,64833492d9f569395b41f8a5.wav,tăng độ sáng của thiết bị
648334e4d9f569e46041f8d0,648334e4d9f569e46041f8d0.wav,tăng độ sáng của thiết bị
648336ecd9f569269741fa0c,648336ecd9f569269741fa0c.wav,giảm độ sáng của thiết bị
64833bf7d9f5690b8b41fd81,64833bf7d9f5690b8b41fd81.wav,mở thiết bị
64833c1ed9f56910dc41fd9d,64833c1ed9f56910dc41fd9d.wav,tắt thiết bị
64834334d9f5693b4d4201e4,64834334d9f5693b4d4201e4.wav,giảm mức độ của thiết bị
64834a69d9f5692b87420700,64834a69d9f5692b87420700.wav,bật thiết bị
64832296d9f569edd641f1d8,64832296d9f569edd641f1d8.wav,mở thiết bị
64832e15d9f569834841f5eb,64832e15d9f569834841f5eb.wav,kiểm tra tình trạng thiết bị
6483383dd9f569d1a341fb2a,6483383dd9f569d1a341fb2a.wav,tắt thiết bị
64833d43d9f569047f41fe5f,64833d43d9f569047f41fe5f.wav,kiểm tra tình trạng thiết bị
648343e1d9f5692d83420297,648343e1d9f5692d83420297.wav,bật thiết bị
648349c3d9f5690c7142061e,648349c3d9f5690c7142061e.wav,tắt thiết bị
64832192d9f56976ea41f158,64832192d9f56976ea41f158.wav,bật thiết bị
64832701d9f569f17341f379,64832701d9f569f17341f379.wav,bật thiết bị
64832a1ad9f569765541f475,64832a1ad9f569765541f475.wav,kiểm tra tình trạng thiết bị
64832a5ad9f569060041f4ac,64832a5ad9f569060041f4ac.wav,bật thiết bị
64832ef3d9f569017c41f6a7,64832ef3d9f569017c41f6a7.wav,kiểm tra tình trạng thiết bị
6483375dd9f5694a4a41fa3c,6483375dd9f5694a4a41fa3c.wav,đóng thiết bị
64833777d9f569664441fa6c,64833777d9f569664441fa6c.wav,kiểm tra tình trạng thiết bị
64833827d9f5693a6841fb17,64833827d9f5693a6841fb17.wav,tắt thiết bị
64833d0cd9f569458641fe48,64833d0cd9f569458641fe48.wav,kiểm tra tình trạng thiết bị
648348cfd9f569aef942054d,648348cfd9f569aef942054d.wav,giảm độ sáng của thiết bị
64834981d9f5699a13420602,64834981d9f5699a13420602.wav,tắt thiết bị
648349ddd9f5696c96420660,648349ddd9f5696c96420660.wav,mở thiết bị
6482fc5ad7b6fd0e28c623de,6482fc5ad7b6fd0e28c623de.wav,bật thiết bị
648321a0d9f569de0641f180,648321a0d9f569de0641f180.wav,giảm độ sáng của thiết bị
64832c50d9f56928f141f555,64832c50d9f56928f141f555.wav,tăng mức độ của thiết bị
64832eb4d9f56927ca41f63f,64832eb4d9f56927ca41f63f.wav,bật thiết bị
6483368cd9f569d4da41f9d7,6483368cd9f569d4da41f9d7.wav,giảm độ sáng của thiết bị
64833bd8d9f569dee341fd6d,64833bd8d9f569dee341fd6d.wav,đóng thiết bị
64833c31d9f569152e41fdaa,64833c31d9f569152e41fdaa.wav,đóng thiết bị
64833db3d9f569e62741fe93,64833db3d9f569e62741fe93.wav,tắt thiết bị
64833ddcd9f5697fc741fec3,64833ddcd9f5697fc741fec3.wav,kiểm tra tình trạng thiết bị
64834142d9f5693e6942009b,64834142d9f5693e6942009b.wav,tắt thiết bị
64834510d9f56909b842035f,64834510d9f56909b842035f.wav,đóng thiết bị
64834669d9f569d9da42042d,64834669d9f569d9da42042d.wav,mở thiết bị
648348e9d9f5693c2b420568,648348e9d9f5693c2b420568.wav,đóng thiết bị
64834a30d9f56967714206d5,64834a30d9f56967714206d5.wav,kiểm tra tình trạng thiết bị
64831b57d9f56906c841ef67,64831b57d9f56906c841ef67.wav,mở thiết bị
648320a3d9f569cc0041f129,648320a3d9f569cc0041f129.wav,giảm âm lượng của thiết bị
64832df0d9f5697ea241f5b8,64832df0d9f5697ea241f5b8.wav,bật thiết bị
64832e50d9f569101541f607,64832e50d9f569101541f607.wav,tăng độ sáng của thiết bị
648333f1d9f569743b41f857,648333f1d9f569743b41f857.wav,tắt thiết bị
64833a7bd9f569619c41fc40,64833a7bd9f569619c41fc40.wav,tăng nhiệt độ của thiết bị
64833b94d9f569317341fd35,64833b94d9f569317341fd35.wav,kiểm tra tình trạng thiết bị
648342eed9f5693e574201cd,648342eed9f5693e574201cd.wav,đóng thiết bị
6483466fd9f5692e8c420452,6483466fd9f5692e8c420452.wav,đóng thiết bị
64831e60d9f5691dc641f02c,64831e60d9f5691dc641f02c.wav,kiểm tra tình trạng thiết bị
64831eddd9f5696fc241f091,64831eddd9f5696fc241f091.wav,mở thiết bị
64832279d9f569da5341f1ba,64832279d9f569da5341f1ba.wav,đóng thiết bị
64832eb8d9f569033e41f66a,64832eb8d9f569033e41f66a.wav,bật thiết bị
64833103d9f569a80741f739,64833103d9f569a80741f739.wav,kiểm tra tình trạng thiết bị
64833b77d9f569058f41fd20,64833b77d9f569058f41fd20.wav,tắt thiết bị
64833dc1d9f5699d5041feae,64833dc1d9f5699d5041feae.wav,tăng độ sáng của thiết bị
64834058d9f569837041ffee,64834058d9f569837041ffee.wav,bật thiết bị
648342dad9f5692d8a4201aa,648342dad9f5692d8a4201aa.wav,đóng thiết bị
648342dad9f569d46f4201ac,648342dad9f569d46f4201ac.wav,đóng thiết bị
64834431d9f569b8264202f3,64834431d9f569b8264202f3.wav,mở thiết bị
64834592d9f5690a134203c9,64834592d9f5690a134203c9.wav,kiểm tra tình trạng thiết bị
648303e0271e6fa54b3a3079,648303e0271e6fa54b3a3079.wav,tắt thiết bị
64831e2bd9f569a50041f01b,64831e2bd9f569a50041f01b.wav,tăng mức độ của thiết bị
6483201bd9f569865341f0cf,6483201bd9f569865341f0cf.wav,tắt thiết bị
64832204d9f5694fac41f1a1,64832204d9f5694fac41f1a1.wav,tắt thiết bị
64832399d9f569b95a41f24a,64832399d9f569b95a41f24a.wav,mở thiết bị
648324d3d9f5695ec441f293,648324d3d9f5695ec441f293.wav,đóng thiết bị
6483289ad9f56957c341f3d3,6483289ad9f56957c341f3d3.wav,đóng thiết bị
648333dcd9f569dd9941f837,648333dcd9f569dd9941f837.wav,tắt thiết bị
648335ebd9f569113c41f96e,648335ebd9f569113c41f96e.wav,tăng độ sáng của thiết bị
648335ebd9f569116241f971,648335ebd9f569116241f971.wav,tăng độ sáng của thiết bị
64833a90d9f56944de41fc62,64833a90d9f56944de41fc62.wav,mở thiết bị
64833b0fd9f56976f941fce8,64833b0fd9f56976f941fce8.wav,bật thiết bị
64833eadd9f569338241feea,64833eadd9f569338241feea.wav,tắt thiết bị
648322e5d9f569321041f1ea,648322e5d9f569321041f1ea.wav,mở thiết bị
648304a2271e6f3fff3a308c,648304a2271e6f3fff3a308c.wav,tắt thiết bị
6483237ad9f569012641f233,6483237ad9f569012641f233.wav,bật thiết bị
64831bf7d9f569678341ef9c,64831bf7d9f569678341ef9c.wav,bật thiết bị
64831e78d9f5693e3041f06e,64831e78d9f5693e3041f06e.wav,đóng thiết bị
64832853d9f569327141f3b2,64832853d9f569327141f3b2.wav,tăng độ sáng của thiết bị
64832ba8d9f569411141f51a,64832ba8d9f569411141f51a.wav,giảm âm lượng của thiết bị
64833131d9f569c21441f770,64833131d9f569c21441f770.wav,đóng thiết bị
648339d3d9f56979a941fbf6,648339d3d9f56979a941fbf6.wav,tăng độ sáng của thiết bị
648338a9d9f5691c0541fb41,648338a9d9f5691c0541fb41.wav,bật thiết bị
648338b4d9f5694cb241fb4e,648338b4d9f5694cb241fb4e.wav,đóng thiết bị
648342a5d9f569f693420198,648342a5d9f569f693420198.wav,kiểm tra tình trạng thiết bị
64833fead9f569758e41ff8f,64833fead9f569758e41ff8f.wav,kiểm tra tình trạng thiết bị
648341f7d9f5696ee642010d,648341f7d9f5696ee642010d.wav,kiểm tra tình trạng thiết bị
648348b6d9f5697bdc42052b,648348b6d9f5697bdc42052b.wav,kiểm tra tình trạng thiết bị
648325bcd9f56907f541f31e,648325bcd9f56907f541f31e.wav,bật thiết bị
648326cdd9f5693a0041f36a,648326cdd9f5693a0041f36a.wav,đóng thiết bị
64832555d9f569094f41f2fa,64832555d9f569094f41f2fa.wav,tắt thiết bị
648332aad9f5694d1a41f7f7,648332aad9f5694d1a41f7f7.wav,bật thiết bị
64832675d9f569b7bf41f340,64832675d9f569b7bf41f340.wav,mở thiết bị
6483276fd9f56951d341f38e,6483276fd9f56951d341f38e.wav,giảm độ sáng của thiết bị
6483359ad9f569a49241f921,6483359ad9f569a49241f921.wav,mở thiết bị
648337c3d9f569d46341fab5,648337c3d9f569d46341fab5.wav,tắt thiết bị
64832e86d9f56966a541f62c,64832e86d9f56966a541f62c.wav,kiểm tra tình trạng thiết bị
648335b5d9f5691c5241f939,648335b5d9f5691c5241f939.wav,tăng độ sáng của thiết bị
64833617d9f56916c641f992,64833617d9f56916c641f992.wav,tăng mức độ của thiết bị
64833bc4d9f5693c9f41fd60,64833bc4d9f5693c9f41fd60.wav,đóng thiết bị
64833698d9f569931d41f9ea,64833698d9f569931d41f9ea.wav,tăng độ sáng của thiết bị
648339d4d9f56981fe41fc0f,648339d4d9f56981fe41fc0f.wav,kiểm tra tình trạng thiết bị
6483409cd9f569320b420008,6483409cd9f569320b420008.wav,đóng thiết bị
648343bdd9f569353a42027a,648343bdd9f569353a42027a.wav,bật thiết bị
64834416d9f569018c4202c1,64834416d9f569018c4202c1.wav,mở thiết bị
6483482dd9f56983304204e2,6483482dd9f56983304204e2.wav,tắt thiết bị
64834c49d9f5693c6642082c,64834c49d9f5693c6642082c.wav,kiểm tra tình trạng thiết bị
64834c6ad9f569019342087e,64834c6ad9f569019342087e.wav,tắt thiết bị
64834b26d9f56986df420774,64834b26d9f56986df420774.wav,mở thiết bị
64834ba0d9f569b49f4207cc,64834ba0d9f569b49f4207cc.wav,tắt thiết bị
64834ae2d9f56933ac420751,64834ae2d9f56933ac420751.wav,tăng mức độ của thiết bị
64834cebd9f56976834208b5,64834cebd9f56976834208b5.wav,mở thiết bị
64834da5d9f569cab842093c,64834da5d9f569cab842093c.wav,tắt thiết bị
64834fa9d9f569bf45420a99,64834fa9d9f569bf45420a99.wav,đóng thiết bị
648352b8d9f569ad57420c7f,648352b8d9f569ad57420c7f.wav,đóng thiết bị
64835415d9f569630c420d69,64835415d9f569630c420d69.wav,tăng nhiệt độ của thiết bị
6483583cd9f5697345421040,6483583cd9f5697345421040.wav,giảm độ sáng của thiết bị
64846bc919e0405ddf5e1792,64846bc919e0405ddf5e1792.wav,đóng thiết bị
64846c9e19e04051a15e1801,64846c9e19e04051a15e1801.wav,đóng thiết bị
64846d2619e0401a495e1831,64846d2619e0401a495e1831.wav,giảm độ sáng của thiết bị
64846e0c19e040d2a95e1976,64846e0c19e040d2a95e1976.wav,bật thiết bị
64846ed719e0400d7f5e19f4,64846ed719e0400d7f5e19f4.wav,kiểm tra tình trạng thiết bị
648470e719e040d4585e1bcf,648470e719e040d4585e1bcf.wav,mở thiết bị
648471b119e04066895e1cdb,648471b119e04066895e1cdb.wav,bật thiết bị
648471ea19e040644a5e1d3f,648471ea19e040644a5e1d3f.wav,đóng thiết bị
6484722219e04080865e1d7b,6484722219e04080865e1d7b.wav,tăng mức độ của thiết bị
648478e119e04066995e2403,648478e119e04066995e2403.wav,giảm độ sáng của thiết bị
6484795119e04081d05e246a,6484795119e04081d05e246a.wav,đóng thiết bị
6484799119e040c40c5e24ba,6484799119e040c40c5e24ba.wav,bật thiết bị
64834e38d9f569ea7042099b,64834e38d9f569ea7042099b.wav,mở thiết bị
64834e80d9f56982964209ba,64834e80d9f56982964209ba.wav,bật thiết bị
64835266d9f5694517420c4e,64835266d9f5694517420c4e.wav,giảm mức độ của thiết bị
648353dbd9f569d592420d44,648353dbd9f569d592420d44.wav,kiểm tra tình trạng thiết bị
6483553cd9f569c5be420e31,6483553cd9f569c5be420e31.wav,mở thiết bị
64835692d9f569c756420f28,64835692d9f569c756420f28.wav,tăng mức độ của thiết bị
6483577dd9f56942a4420f9b,6483577dd9f56942a4420f9b.wav,mở thiết bị
648359d8d9f5698f7d4211a1,648359d8d9f5698f7d4211a1.wav,kiểm tra tình trạng thiết bị
648467f419e0407ea55e1518,648467f419e0407ea55e1518.wav,tăng độ sáng của thiết bị
6484686819e0400b9e5e154c,6484686819e0400b9e5e154c.wav,đóng thiết bị
6484697e19e0406aeb5e1601,6484697e19e0406aeb5e1601.wav,mở thiết bị
64846d5819e040cb985e188f,64846d5819e040cb985e188f.wav,giảm độ sáng của thiết bị
64846d6919e04003a05e18c5,64846d6919e04003a05e18c5.wav,giảm độ sáng của thiết bị
64846db119e040ca965e1914,64846db119e040ca965e1914.wav,đóng thiết bị
648471c819e04007085e1cf1,648471c819e04007085e1cf1.wav,kiểm tra tình trạng thiết bị
648473ae19e0404cb45e1f3d,648473ae19e0404cb45e1f3d.wav,bật thiết bị
648477cd19e0400d305e2330,648477cd19e0400d305e2330.wav,đóng thiết bị
6484789f19e04012de5e23d7,6484789f19e04012de5e23d7.wav,bật thiết bị
6484797f19e040dcde5e24a6,6484797f19e040dcde5e24a6.wav,tăng độ sáng của thiết bị
64834feed9f569b869420acc,64834feed9f569b869420acc.wav,tắt thiết bị
6483542dd9f56976f2420d82,6483542dd9f56976f2420d82.wav,bật thiết bị
6483568ad9f569a64c420f18,6483568ad9f569a64c420f18.wav,tắt thiết bị
648358ded9f56913e94210cd,648358ded9f56913e94210cd.wav,bật thiết bị
64835a10d9f5690f464211c5,64835a10d9f5690f464211c5.wav,giảm nhiệt độ của thiết bị
64846e8b19e04037cf5e19e2,64846e8b19e04037cf5e19e2.wav,tắt thiết bị
64846f2f19e040b4995e1a6a,64846f2f19e040b4995e1a6a.wav,kiểm tra tình trạng thiết bị
648470c919e0406a025e1ba6,648470c919e0406a025e1ba6.wav,tăng mức độ của thiết bị
648478f319e040e9975e2425,648478f319e040e9975e2425.wav,giảm mức độ của thiết bị
64834ed4d9f5696c7c4209f1,64834ed4d9f5696c7c4209f1.wav,mở thiết bị
6483513bd9f569527a420b95,6483513bd9f569527a420b95.wav,bật thiết bị
648467b019e0403ba75e14fb,648467b019e0403ba75e14fb.wav,kiểm tra tình trạng thiết bị
6484686819e0407b7a5e154e,6484686819e0407b7a5e154e.wav,đóng thiết bị
64846c4619e040c6bb5e17c7,64846c4619e040c6bb5e17c7.wav,mở thiết bị
64835038d9f569eeca420af8,64835038d9f569eeca420af8.wav,giảm độ sáng của thiết bị
6484713019e040decd5e1c38,6484713019e040decd5e1c38.wav,đóng thiết bị
6484717619e04028d25e1c95,6484717619e04028d25e1c95.wav,mở thiết bị
6484724619e0401d875e1da4,6484724619e0401d875e1da4.wav,đóng thiết bị
64835470d9f5697f32420dca,64835470d9f5697f32420dca.wav,mở thiết bị
6484726719e040dbfa5e1dbb,6484726719e040dbfa5e1dbb.wav,tắt thiết bị
64834dfed9f56948d942095b,64834dfed9f56948d942095b.wav,tắt thiết bị
6484728c19e04008875e1de8,6484728c19e04008875e1de8.wav,bật thiết bị
64834f4dd9f5691ce6420a2f,64834f4dd9f5691ce6420a2f.wav,giảm độ sáng của thiết bị
64835a19d9f569d1794211de,64835a19d9f569d1794211de.wav,tắt thiết bị
6484730119e0403c045e1e7f,6484730119e0403c045e1e7f.wav,tắt thiết bị
6484662319e04003fe5e147c,6484662319e04003fe5e147c.wav,tắt thiết bị
648473ea19e0400e4f5e1f6e,648473ea19e0400e4f5e1f6e.wav,tắt thiết bị
6483509cd9f5696c72420b44,6483509cd9f5696c72420b44.wav,tắt thiết bị
6484691719e0401d445e15cb,6484691719e0401d445e15cb.wav,kiểm tra tình trạng thiết bị
648350d6d9f5696e56420b5f,648350d6d9f5696e56420b5f.wav,tăng mức độ của thiết bị
6484695a19e04053ba5e15ef,6484695a19e04053ba5e15ef.wav,mở thiết bị
6484789819e04004ba5e23b8,6484789819e04004ba5e23b8.wav,tăng độ sáng của thiết bị
6484793e19e0409d2a5e2453,6484793e19e0409d2a5e2453.wav,kiểm tra tình trạng thiết bị
64846b6a19e040cdf65e171b,64846b6a19e040cdf65e171b.wav,kiểm tra tình trạng thiết bị
64846b8c19e0409e235e173c,64846b8c19e0409e235e173c.wav,mở thiết bị
6484736719e04060105e1ef2,6484736719e04060105e1ef2.wav,mở thiết bị
648471db19e040ce965e1d11,648471db19e040ce965e1d11.wav,mở thiết bị
648471e119e040e2fd5e1d32,648471e119e040e2fd5e1d32.wav,bật thiết bị
6484756619e04070a95e20f1,6484756619e04070a95e20f1.wav,mở thiết bị
6484723919e04012855e1d91,6484723919e04012855e1d91.wav,kiểm tra tình trạng thiết bị
6484762119e04038b35e21ce,6484762119e04038b35e21ce.wav,mở thiết bị
6484781c19e040acbe5e2371,6484781c19e040acbe5e2371.wav,tăng độ sáng của thiết bị
64834c22d9f5691a9642081a,64834c22d9f5691a9642081a.wav,kiểm tra tình trạng thiết bị
64834e27d9f569e37c42096f,64834e27d9f569e37c42096f.wav,giảm độ sáng của thiết bị
64834fa9d9f569a125420a9b,64834fa9d9f569a125420a9b.wav,đóng thiết bị
64834fdcd9f5692084420ab4,64834fdcd9f5692084420ab4.wav,đóng thiết bị
64835041d9f5694fbb420b0b,64835041d9f5694fbb420b0b.wav,tắt thiết bị
648356f2d9f56929ad420f45,648356f2d9f56929ad420f45.wav,đóng thiết bị
6483581ad9f56966a642102a,6483581ad9f56966a642102a.wav,mở thiết bị
6483593ad9f5695f72421130,6483593ad9f5695f72421130.wav,mở thiết bị
64835990d9f5696c01421185,64835990d9f5696c01421185.wav,giảm độ sáng của thiết bị
64846a3d19e04048285e1672,64846a3d19e04048285e1672.wav,tắt thiết bị
64846b9719e040fb5e5e1757,64846b9719e040fb5e5e1757.wav,kiểm tra tình trạng thiết bị
64846bb119e0406f7c5e176d,64846bb119e0406f7c5e176d.wav,kiểm tra tình trạng thiết bị
64846f8a19e04071d35e1aa5,64846f8a19e04071d35e1aa5.wav,mở thiết bị
6484720619e04077ba5e1d67,6484720619e04077ba5e1d67.wav,giảm mức độ của thiết bị
64834f30d9f5697e54420a13,64834f30d9f5697e54420a13.wav,đóng thiết bị
6483510ed9f56953ce420b77,6483510ed9f56953ce420b77.wav,đóng thiết bị
64835626d9f569ded9420ebe,64835626d9f569ded9420ebe.wav,mở thiết bị
6483562ad9f569a663420ecc,6483562ad9f569a663420ecc.wav,kiểm tra tình trạng thiết bị
648357dad9f5698655420fee,648357dad9f5698655420fee.wav,kiểm tra tình trạng thiết bị
6483587ad9f56963a2421068,6483587ad9f56963a2421068.wav,kiểm tra tình trạng thiết bị
648469be19e04049425e1616,648469be19e04049425e1616.wav,tắt thiết bị
64846bf919e04053465e17a6,64846bf919e04053465e17a6.wav,bật thiết bị
648472c919e040dfaa5e1e15,648472c919e040dfaa5e1e15.wav,tăng độ sáng của thiết bị
64834b54d9f5699cb24207ac,64834b54d9f5699cb24207ac.wav,bật thiết bị
64834cb8d9f56932cf42089e,64834cb8d9f56932cf42089e.wav,kiểm tra tình trạng thiết bị
648351f4d9f5690578420be3,648351f4d9f5690578420be3.wav,mở thiết bị
648353b0d9f569e8c4420d26,648353b0d9f569e8c4420d26.wav,bật thiết bị
64835883d9f569addc42107d,64835883d9f569addc42107d.wav,giảm độ sáng của thiết bị
64835902d9f569ce8742110b,64835902d9f569ce8742110b.wav,đóng thiết bị
64835968d9f56958b5421164,64835968d9f56958b5421164.wav,đóng thiết bị
64846dda19e040e20e5e1928,64846dda19e040e20e5e1928.wav,bật thiết bị
64846e3719e0407e785e19a9,64846e3719e0407e785e19a9.wav,tăng mức độ của thiết bị
64846f9c19e04004ba5e1ade,64846f9c19e04004ba5e1ade.wav,tắt thiết bị
6484748e19e040d9395e204b,6484748e19e040d9395e204b.wav,bật thiết bị
648475ce19e0409aab5e217c,648475ce19e0409aab5e217c.wav,bật thiết bị
64847a2419e0407fcf5e2522,64847a2419e0407fcf5e2522.wav,tắt thiết bị
64834adfd9f569b349420742,64834adfd9f569b349420742.wav,kiểm tra tình trạng thiết bị
6483530ed9f56927f4420cc2,6483530ed9f56927f4420cc2.wav,giảm độ sáng của thiết bị
6483564ed9f56944cf420eea,6483564ed9f56944cf420eea.wav,giảm độ sáng của thiết bị
64846bbe19e04046a55e1780,64846bbe19e04046a55e1780.wav,mở thiết bị
64846e7119e0402ab65e19d0,64846e7119e0402ab65e19d0.wav,kiểm tra tình trạng thiết bị
64846f9519e040c1245e1ac3,64846f9519e040c1245e1ac3.wav,mở thiết bị
6484703019e04054925e1b41,6484703019e04054925e1b41.wav,mở thiết bị
6484737b19e040fc655e1f09,6484737b19e040fc655e1f09.wav,tắt thiết bị
6484742819e040922e5e1fbe,6484742819e040922e5e1fbe.wav,đóng thiết bị
648474c619e040f0045e2074,648474c619e040f0045e2074.wav,tăng độ sáng của thiết bị
64847a7b19e040ba695e256c,64847a7b19e040ba695e256c.wav,tăng độ sáng của thiết bị
64846c6019e040c78a5e17ec,64846c6019e040c78a5e17ec.wav,tắt thiết bị
64846cd419e0408dc55e1813,64846cd419e0408dc55e1813.wav,kiểm tra tình trạng thiết bị
64846d6e19e0409c235e18de,64846d6e19e0409c235e18de.wav,giảm mức độ của thiết bị
64846e2919e04026ff5e1990,64846e2919e04026ff5e1990.wav,bật thiết bị
64846ed919e040f91c5e1a01,64846ed919e040f91c5e1a01.wav,đóng thiết bị
64846fc519e04083b25e1b12,64846fc519e04083b25e1b12.wav,mở thiết bị
6484702d19e0408ceb5e1b33,6484702d19e0408ceb5e1b33.wav,đóng thiết bị
6484757419e04028e25e2106,6484757419e04028e25e2106.wav,giảm âm lượng của thiết bị
648476da19e04092dd5e227a,648476da19e04092dd5e227a.wav,tăng độ sáng của thiết bị
64834ba0d9f56964984207ca,64834ba0d9f56964984207ca.wav,tắt thiết bị
64834bb3d9f56930834207eb,64834bb3d9f56930834207eb.wav,giảm mức độ của thiết bị
64834d04d9f56984824208d1,64834d04d9f56984824208d1.wav,tắt thiết bị
64834d11d9f56916bb4208e4,64834d11d9f56916bb4208e4.wav,bật thiết bị
64834d4cd9f5692ee04208fe,64834d4cd9f5692ee04208fe.wav,tăng độ sáng của thiết bị
6483507bd9f5696151420b2f,6483507bd9f5696151420b2f.wav,tắt thiết bị
648354dbd9f569d981420df1,648354dbd9f569d981420df1.wav,đóng thiết bị
648355b7d9f56914a2420e85,648355b7d9f56914a2420e85.wav,bật thiết bị
648357fad9f569e80d421004,648357fad9f569e80d421004.wav,đóng thiết bị
64835811d9f5691c76421017,64835811d9f5691c76421017.wav,tắt thiết bị
648358cbd9f5696f6b4210be,648358cbd9f5696f6b4210be.wav,giảm độ sáng của thiết bị
